time,haccel_trapz_int1,haccel_trapz_int2,haccel_peak_int3,haccel_peak_int4,vaccel_trapz_int1,vaccel_trapz_int2,vaccel_peak_int3,vaccel_peak_int4
12310,3.4943927919770434e-05,2.6983418132806058e-05,0.07200000000000001,0.392,2.1979490258215044e-05,4.424170224203747e-05,0.192,0.36
12320,3.217977819314955e-05,2.555652245412972e-05,0.076,0.4,1.9516126773907758e-05,4.6069471648833076e-05,0.192,0.4
12330,3.1793326137184674e-05,2.7002902007062402e-05,0.07200000000000001,0.41600000000000004,2.036911352691736e-05,4.310975645747038e-05,0.216,0.392
12340,3.314607291173602e-05,2.7182176845475335e-05,0.076,0.392,2.0293146721900363e-05,4.559647269152278e-05,0.184,0.38
12350,3.171370923835754e-05,2.4957421444496717e-05,0.07200000000000001,0.388,2.1171156947700934e-05,4.4141396320064016e-05,0.196,0.392
12360,3.233759357224912e-05,2.6147615741593406e-05,0.084,0.392,2.1666358517198638e-05,4.650667597750565e-05,0.2,0.36
12370,3.264039217928016e-05,2.4799397572485097e-05,0.07200000000000001,0.4,2.004517751803427e-05,4.453411224960859e-05,0.184,0.364
12380,3.4152977696442e-05,2.7118344400648347e-05,0.07200000000000001,0.41600000000000004,2.118537158315031e-05,4.4101430637821325e-05,0.196,0.364
12390,3.106732748289065e-05,2.8131730731274534e-05,0.07200000000000001,0.41600000000000004,2.244295940836353e-05,4.524726790157658e-05,0.216,0.36
12400,3.1178454814090976e-05,2.6079658790069608e-05,0.076,0.38,2.3788107695862387e-05,4.40570374934302e-05,0.216,0.388
12410,3.062850480409838e-05,2.640651451663187e-05,0.07200000000000001,0.392,2.1995309106463948e-05,4.691823295348542e-05,0.184,0.364
12420,3.2003278172533434e-05,2.540311156709655e-05,0.07200000000000001,0.404,1.9642221614412886e-05,4.628289159736488e-05,0.20800000000000002,0.396
12430,3.255823911798688e-05,2.7845910880540034e-05,0.07200000000000001,0.396,2.3276193442248323e-05,4.635804549322905e-05,0.188,0.364
12440,3.127647101859971e-05,2.249253156850679e-05,0.07200000000000001,0.4,1.9584311116603624e-05,4.604652269151942e-05,0.188,0.364
12450,3.25307667873251e-05,2.6306874673560714e-05,0.07200000000000001,0.4,2.0104899988470277e-05,4.6517436070864966e-05,0.212,0.368
12460,2.9178482775361003e-05,3.0104757996788676e-05,0.07200000000000001,0.392,2.137020428718851e-05,4.726681740003838e-05,0.188,0.36
12470,3.1857224792725894e-05,2.888597151847335e-05,0.07200000000000001,0.40800000000000003,2.3222166962852563e-05,4.589615855629871e-05,0.216,0.36
12480,3.0489790946185767e-05,2.9616983693545398e-05,0.07200000000000001,0.4,2.251836270652994e-05,4.62755035070961e-05,0.192,0.36
12490,3.0606279154980624e-05,2.7688121254090153e-05,0.07200000000000001,0.404,2.2439074690220578e-05,4.571253333006142e-05,0.188,0.368
12500,3.153837624887652e-05,2.8126381118244865e-05,0.076,0.4,2.140963074081478e-05,4.787190631228292e-05,0.192,0.36
12510,2.8973497746885208e-05,2.6712724599750587e-05,0.07200000000000001,0.41600000000000004,2.2182903870999676e-05,4.775308866609377e-05,0.216,0.364
12520,3.11860685997175e-05,2.6930909178828182e-05,0.07200000000000001,0.4,2.0896593469555913e-05,5.0901746693265425e-05,0.216,0.36
12530,3.197530713188341e-05,2.7708522308338605e-05,0.07200000000000001,0.396,2.267402527401408e-05,4.762088624996383e-05,0.20400000000000001,0.392
12540,3.169005835106552e-05,2.7862296511544113e-05,0.076,0.40800000000000003,2.2795132910564425e-05,4.609628167390154e-05,0.188,0.36
12550,3.3309119003711944e-05,2.7490726961783898e-05,0.07200000000000001,0.40800000000000003,2.2185214042553733e-05,4.604884227434937e-05,0.20800000000000002,0.36
12560,3.063974830352291e-05,2.7181628539401285e-05,0.07200000000000001,0.404,2.096015901032068e-05,4.8150659199889246e-05,0.216,0.392
12570,3.394905714309621e-05,2.4993177694309224e-05,0.07200000000000001,0.4,2.0944111727237686e-05,4.5015182239778784e-05,0.212,0.38
12580,3.1395303915666606e-05,2.7596367247053953e-05,0.07200000000000001,0.4,2.3182484808758442e-05,4.5760273389846686e-05,0.20800000000000002,0.388
12590,3.428513579031177e-05,2.4820081466997857e-05,0.07200000000000001,0.404,2.045834207998249e-05,4.5503514810148105e-05,0.188,0.36
12600,3.260860552669917e-05,2.6591039208446057e-05,0.07200000000000001,0.404,2.0245911292754457e-05,4.6032664904596966e-05,0.184,0.384
12610,3.4106095908030936e-05,2.6462283091920286e-05,0.076,0.396,2.0652944468114392e-05,4.422888293177111e-05,0.184,0.4
12620,3.1056514955150884e-05,2.633177676008649e-05,0.07200000000000001,0.4,2.197041950373078e-05,4.687662837330632e-05,0.212,0.36
12630,3.192040408960274e-05,2.6424281708257365e-05,0.07200000000000001,0.392,2.2792400381356522e-05,4.724236657236941e-05,0.188,0.392
12640,3.187081345141447e-05,2.518313072482306e-05,0.076,0.41600000000000004,2.1278179488715213e-05,4.667722614795117e-05,0.212,0.364
12650,3.3796228753977105e-05,2.5955144106743653e-05,0.07200000000000001,0.41200000000000003,2.3335151184094262e-05,4.351340368874785e-05,0.192,0.36
12660,3.2405258658261624e-05,2.8253653136814193e-05,0.076,0.4,2.168886227986019e-05,4.68076815133376e-05,0.2,0.36
12670,3.160531190746822e-05,2.678374066694169e-05,0.07200000000000001,0.372,2.250372369655964e-05,4.3475416809298135e-05,0.192,0.364
12680,2.9784739198725743e-05,2.6483003823446473e-05,0.076,0.364,2.3315736038918273e-05,4.500269461556709e-05,0.20800000000000002,0.36
12690,3.115908073154074e-05,2.6678513729582194e-05,0.076,0.392,2.200594880875202e-05,4.6046539743274556e-05,0.184,0.36
12700,3.3656681608888625e-05,2.5462487232485624e-05,0.136,0.41600000000000004,2.157586318714284e-05,4.572686136264164e-05,0.20800000000000002,0.392
12710,3.019098759850221e-05,2.6303354864452136e-05,0.07200000000000001,0.41600000000000004,2.2817147796166387e-05,4.4830421351761474e-05,0.20800000000000002,0.36
12720,3.3426245151441676e-05,2.6797769575909584e-05,0.076,0.41600000000000004,2.024787891238233e-05,4.8221725649070805e-05,0.184,0.368
12730,3.1970503473009534e-05,2.6154913006345166e-05,0.07200000000000001,0.40800000000000003,1.9981640287259374e-05,4.523473491315131e-05,0.212,0.36
12740,3.127748097201188e-05,2.5614323119880833e-05,0.07200000000000001,0.41600000000000004,2.0493643205198716e-05,4.505408350114633e-05,0.188,0.364
12750,3.32958385376629e-05,2.430869392255349e-05,0.07200000000000001,0.41600000000000004,2.1276322893289103e-05,4.591107250787449e-05,0.196,0.368
12760,3.1202630248880276e-05,2.603506130291993e-05,0.14,0.384,2.2319918233266398e-05,4.615933878097692e-05,0.22,0.392
12770,3.171026002719215e-05,2.6433249639814892e-05,0.076,0.40800000000000003,2.0316030846654007e-05,4.801354438577696e-05,0.196,0.368
12780,3.272443367438778e-05,2.6207777763334603e-05,0.07200000000000001,0.41600000000000004,2.094199998532557e-05,4.731293618797946e-05,0.20800000000000002,0.36
12790,3.4996714125434305e-05,2.7253004986478737e-05,0.07200000000000001,0.4,2.176260460154444e-05,4.606176928062109e-05,0.188,0.36
12800,3.356415575570112e-05,2.5662081670026074e-05,0.076,0.41600000000000004,2.2237159543745068e-05,4.504792278333792e-05,0.196,0.364
12810,3.3157750202771034e-05,2.588532721243901e-05,0.07200000000000001,0.392,2.086376282076232e-05,4.492253963505546e-05,0.2,0.36
12820,3.426204461638672e-05,2.529464862230435e-05,0.07200000000000001,0.4,2.0034162671657847e-05,4.5754055190357e-05,0.184,0.368
12830,3.2598886231427696e-05,2.8704545585110105e-05,0.07200000000000001,0.4,2.0977201576674887e-05,4.4992135356695164e-05,0.184,0.36
12840,3.210374300306337e-05,2.501427572060565e-05,0.07200000000000001,0.396,2.332866091822262e-05,4.6713182822559796e-05,0.196,0.364
12850,3.309356381463644e-05,2.72031763209944e-05,0.07200000000000001,0.4,2.2391758425861975e-05,4.5529135992734025e-05,0.184,0.36
12860,3.322028967609936e-05,2.790242684924441e-05,0.076,0.396,2.1168946239014154e-05,4.6641091316173294e-05,0.184,0.368
12870,3.274320826899102e-05,2.388830751116747e-05,0.07200000000000001,0.392,2.2266045330927732e-05,4.5029046639533875e-05,0.188,0.36
12880,3.216307172433185e-05,2.606606769131287e-05,0.076,0.392,2.0563175247100603e-05,4.680777485554277e-05,0.192,0.392
12890,3.16529692953024e-05,2.6782765993905358e-05,0.076,0.392,2.0776493551945263e-05,4.41747608991974e-05,0.188,0.36
12900,3.1706464936046806e-05,2.29054134743236e-05,0.076,0.40800000000000003,1.9871851143274188e-05,4.7387178748564905e-05,0.192,0.392
12910,3.2211788965381694e-05,2.3553743872172264e-05,0.07200000000000001,0.404,2.194949587053841e-05,4.4691967910297006e-05,0.22,0.36
12920,3.066884858843274e-05,2.6079869849218986e-05,0.07200000000000001,0.404,2.093249632535081e-05,4.7868355716348483e-05,0.212,0.392
12930,3.0412759184204468e-05,2.526147171109312e-05,0.076,0.404,2.3289456866552165e-05,4.6566926096963826e-05,0.188,0.36
12940,3.139019646674109e-05,2.7240418415562672e-05,0.076,0.40800000000000003,2.3098568132884814e-05,4.566226142589399e-05,0.188,0.392
12950,2.9504155543396272e-05,2.5875680046271332e-05,0.076,0.4,1.960001198980363e-05,4.62054632446158e-05,0.2,0.36
12960,3.435759974820151e-05,2.5127497085506897e-05,0.07200000000000001,0.4,2.051077515134691e-05,4.5772116224640645e-05,0.188,0.392
12970,3.042683623659204e-05,2.684782950783566e-05,0.076,0.404,2.114249147639716e-05,4.434345735719806e-05,0.22,0.36
12980,3.108160352406091e-05,2.889034746636755e-05,0.07200000000000001,0.404,2.057029818457072e-05,4.5904942955327997e-05,0.184,0.392
12990,3.185388405197627e-05,2.6267043130071405e-05,0.07200000000000001,0.392,2.1216030300706627e-05,4.723060454075661e-05,0.2,0.36
13000,3.212977357224482e-05,2.6626069575934436e-05,0.07200000000000001,0.404,2.0164182590609982e-05,4.774058459376268e-05,0.188,0.368
13010,3.4774749793163595e-05,2.4597986090700253e-05,0.076,0.396,2.0978680824689087e-05,4.224801247620206e-05,0.192,0.396
13020,3.156121519579133e-05,2.7943168389608965e-05,0.076,0.40800000000000003,2.120554109741517e-05,4.695087751718958e-05,0.212,0.36
13030,3.0371313000973363e-05,2.9119629619770895e-05,0.07200000000000001,0.34800000000000003,2.3123056865692065e-05,4.758908764757738e-05,0.2,0.388
13040,3.443789621768051e-05,2.521202142994765e-05,0.08,0.396,2.1152070252980093e-05,4.651792154114559e-05,0.184,0.36
13050,3.059854965175412e-05,2.6192814147086237e-05,0.07200000000000001,0.388,2.1725998241669023e-05,4.6178357277926025e-05,0.216,0.364
13060,3.2396986084720164e-05,2.5503532288136734e-05,0.07200000000000001,0.384,2.1103029409564615e-05,4.574692724631832e-05,0.188,0.36
13070,3.3799818984525304e-05,2.6855521730742715e-05,0.076,0.392,2.2029150177031745e-05,4.3215229757651515e-05,0.188,0.36
13080,3.095768281931965e-05,2.8577329258646655e-05,0.08,0.40800000000000003,2.0397751684487273e-05,4.663499193936332e-05,0.184,0.36
13090,3.2653420652012017e-05,2.411934136711431e-05,0.076,0.388,2.0117938209442764e-05,4.823569735219958e-05,0.20800000000000002,0.368
13100,3.31847694981228e-05,2.760520490968983e-05,0.07200000000000001,0.4,2.030384766092393e-05,4.4769002937951184e-05,0.188,0.368
13110,3.302062074488688e-05,2.614048783813766e-05,0.076,0.384,2.279981847736372e-05,4.740935664167014e-05,0.188,0.36
13120,3.137292039301266e-05,2.6160236591065333e-05,0.07200000000000001,0.396,2.1459672824802605e-05,4.631000353163114e-05,0.216,0.364
13130,3.224413843756755e-05,2.685718637372204e-05,0.07200000000000001,0.41200000000000003,2.029675057931117e-05,4.5775664557904896e-05,0.212,0.36
13140,3.193524498842161e-05,2.6059345677061542e-05,0.076,0.392,2.0563936359703952e-05,4.67796484258943e-05,0.188,0.368
13150,3.1328932279849364e-05,2.6327961079398032e-05,0.07200000000000001,0.4,2.208220080655526e-05,4.4836928040628593e-05,0.188,0.36
13160,3.1615415628918457e-05,2.5478394423323482e-05,0.07200000000000001,0.384,2.1723183962034688e-05,4.533108985625719e-05,0.20400000000000001,0.36
13170,3.288229248854721e-05,2.7912059227718792e-05,0.076,0.41200000000000003,2.026402049925831e-05,4.735512672893531e-05,0.212,0.392
13180,3.083417260573981e-05,2.582681829217281e-05,0.076,0.356,2.111282605810379e-05,4.649263260865286e-05,0.184,0.364
13190,3.0722993180635324e-05,2.4853834319478936e-05,0.07200000000000001,0.4,2.142599885057108e-05,4.608236322865775e-05,0.212,0.36
13200,3.129558918691329e-05,2.5256500276411396e-05,0.076,0.40800000000000003,2.2009303663509837e-05,4.622103072575025e-05,0.192,0.364
13210,3.1653514531894335e-05,2.5736068370088503e-05,0.076,0.41200000000000003,2.11799498982595e-05,4.757782175249245e-05,0.212,0.36
13220,3.501097329401914e-05,2.497361973919602e-05,0.076,0.4,2.0883129511752695e-05,4.483616569080774e-05,0.216,0.372
13230,3.1462475405017034e-05,2.6639003513639087e-05,0.07200000000000001,0.4,2.0891581493567335e-05,4.80958231047925e-05,0.192,0.368
13240,3.2743380496171715e-05,2.521430820325045e-05,0.07200000000000001,0.396,2.1848482498394962e-05,4.588279243916648e-05,0.22,0.4
13250,3.363311829679519e-05,2.714247677963202e-05,0.07200000000000001,0.40800000000000003,2.210877166681914e-05,4.632343714189767e-05,0.216,0.364
13260,3.121315685206609e-05,2.686957658123598e-05,0.076,0.392,2.0153414971342846e-05,4.5832894586319435e-05,0.184,0.36
13270,3.0781207319892105e-05,2.60836159804312e-05,0.07200000000000001,0.384,2.180760226394989e-05,4.780823949778467e-05,0.184,0.36
13280,2.860248607147659e-05,2.4607362713890037e-05,0.076,0.41200000000000003,2.2997345647274078e-05,4.442381296809076e-05,0.188,0.364
13290,2.887461533477211e-05,2.642404014029031e-05,0.07200000000000001,0.4,2.2851113030618206e-05,4.6972217092725954e-05,0.188,0.4
13300,2.6498155316669048e-05,2.7072358174838236e-05,0.076,0.4,2.376763246909914e-05,4.663968798524084e-05,0.216,0.36
13310,3.158236226135859e-05,2.5727450758137016e-05,0.076,0.396,2.1159597392168406e-05,4.4804097556517735e-05,0.216,0.36
13320,2.8938044982074075e-05,2.6496630244058464e-05,0.07200000000000001,0.41600000000000004,2.1189139546359768e-05,4.45255008233514e-05,0.188,0.36
13330,3.448223306190089e-05,2.7510040127979484e-05,0.07200000000000001,0.40800000000000003,2.0151471124881685e-05,4.5356128004427686e-05,0.212,0.36
13340,3.248910282916594e-05,2.7140298808760485e-05,0.076,0.384,2.2184939438855724e-05,4.904373555538803e-05,0.188,0.364
13350,3.3332818741562095e-05,2.7419350461492065e-05,0.07200000000000001,0.41200000000000003,2.0140359172136027e-05,4.7991426435398015e-05,0.188,0.364
13360,3.3710724108548636e-05,2.702170946681296e-05,0.07200000000000001,0.41200000000000003,2.3397772280385217e-05,4.475478877232121e-05,0.216,0.36
13370,3.2651360881138256e-05,2.5592967193408732e-05,0.07200000000000001,0.392,2.005095262790708e-05,4.629424034319709e-05,0.188,0.364
13380,3.153965165586762e-05,2.495379461873347e-05,0.07200000000000001,0.388,1.9198341802019405e-05,4.657028809649476e-05,0.22,0.388
13390,3.0140170110641857e-05,2.657873034313743e-05,0.07200000000000001,0.384,2.0541393793660968e-05,4.864227901568584e-05,0.216,0.36
13400,3.202501713926808e-05,2.6123159122448996e-05,0.07200000000000001,0.4,2.1968453379128938e-05,4.641368865799551e-05,0.188,0.392
13410,3.0264721163257204e-05,2.630001743630514e-05,0.07200000000000001,0.4,2.0045668728486867e-05,4.678434750939821e-05,0.216,0.364
13420,2.963042012606283e-05,2.51161562701101e-05,0.07200000000000001,0.396,2.1160420519669502e-05,4.5926117734388116e-05,0.212,0.36
13430,3.382876926189747e-05,2.788022905033058e-05,0.076,0.40800000000000003,1.985893834399384e-05,4.580961171624368e-05,0.2,0.368
13440,3.0885652847842e-05,2.8280140089261182e-05,0.076,0.372,2.1503979159255854e-05,4.905712953143552e-05,0.20400000000000001,0.36
13450,3.081801281232783e-05,2.8695314552193092e-05,0.07200000000000001,0.392,2.1823824824925054e-05,4.68473248537662e-05,0.212,0.368
13460,3.257597329355573e-05,2.8988693915040664e-05,0.07200000000000001,0.40800000000000003,2.052598508242073e-05,4.905949397894935e-05,0.2,0.36
13470,3.2454540813558295e-05,2.7786678020284856e-05,0.076,0.384,2.2310080541389592e-05,4.7618630853372054e-05,0.196,0.36
13480,3.1172704196354134e-05,2.6127558404778183e-05,0.076,0.392,2.100468038165312e-05,4.658221265915817e-05,0.196,0.364
13490,3.0366412651161844e-05,2.7285693883329508e-05,0.07200000000000001,0.352,2.1724861308023666e-05,4.7283358218144114e-05,0.216,0.364
13500,3.459133766172441e-05,2.6349640272970698e-05,0.076,0.41200000000000003,1.9873231220977163e-05,4.820546304953014e-05,0.2,0.36
13510,2.997844730978449e-05,2.7324926739310503e-05,0.07200000000000001,0.4,2.082920226722225e-05,4.74923036311052e-05,0.188,0.36
13520,3.191049153395729e-05,2.693323991434067e-05,0.07200000000000001,0.388,2.1010271207770445e-05,4.628951449671882e-05,0.188,0.36
13530,3.0460381072659572e-05,2.6820620156218598e-05,0.076,0.392,2.022078264760696e-05,4.759884735056417e-05,0.2,0.4
13540,2.9527918028066845e-05,2.766699067569079e-05,0.076,0.4,1.9391935785908026e-05,4.947670017130779e-05,0.216,0.36
13550,3.015126348922312e-05,2.6011649364491986e-05,0.07200000000000001,0.396,2.0900731820561778e-05,4.7630364145103485e-05,0.188,0.364
13560,3.155247355803939e-05,2.6185071652881376e-05,0.07200000000000001,0.404,2.035046540951184e-05,4.775933923849434e-05,0.188,0.36
13570,2.9227406174809833e-05,2.7168895416680772e-05,0.07200000000000001,0.40800000000000003,2.259990673444688e-05,4.72116320657004e-05,0.184,0.36
13580,2.9322612899618232e-05,2.7909810074332917e-05,0.076,0.392,2.1002270546089383e-05,5.15288625079716e-05,0.212,0.364
13590,3.271689174018008e-05,2.5074857955961454e-05,0.076,0.40800000000000003,1.9847087449450945e-05,5.122800326790218e-05,0.188,0.368
13600,3.0795531542173916e-05,2.8223610757009106e-05,0.07200000000000001,0.41600000000000004,2.082084040008039e-05,4.957534521752971e-05,0.196,0.36
13610,3.265317546366788e-05,2.51264741143643e-05,0.07200000000000001,0.384,2.0024456142887645e-05,4.8278831915385275e-05,0.216,0.384
13620,3.1483034341502545e-05,2.7363890796946727e-05,0.076,0.396,2.0814906056084165e-05,4.856720599498517e-05,0.2,0.364
13630,3.092016648433237e-05,2.970262628300946e-05,0.076,0.40800000000000003,2.1422147722366382e-05,5.085387875428345e-05,0.212,0.388
13640,3.246857845258285e-05,2.7848811752189144e-05,0.07200000000000001,0.41600000000000004,2.0769102332265902e-05,4.9696037493935386e-05,0.2,0.364
13650,2.8806006317141148e-05,2.606900050333132e-05,0.07200000000000001,0.4,2.1585170592761896e-05,4.691043801661713e-05,0.22,0.36
13660,3.10994349728407e-05,2.921366888378675e-05,0.07200000000000001,0.4,2.184064878200276e-05,4.833249667320049e-05,0.20400000000000001,0.36
13670,3.427127742997577e-05,2.6144253101161705e-05,0.07200000000000001,0.41200000000000003,2.2855861221989662e-05,4.862002352335585e-05,0.212,0.372
13680,3.1927478837293e-05,2.6276937950662577e-05,0.076,0.396,2.0146206931308602e-05,4.877236951339395e-05,0.196,0.396
13690,3.147265218958718e-05,2.6545303645674184e-05,0.076,0.388,2.2222379181746553e-05,4.850083757633876e-05,0.184,0.364
13700,3.0197469925618738e-05,2.6669638891078014e-05,0.07200000000000001,0.4,2.0726472586003775e-05,5.009597851885851e-05,0.20800000000000002,0.364
13710,3.1497331432996824e-05,2.9005864109396295e-05,0.076,0.41600000000000004,1.923911743712408e-05,5.1708905321404574e-05,0.216,0.36
13720,3.202351023250707e-05,2.7782512393564972e-05,0.07200000000000001,0.40800000000000003,2.4207159390618824e-05,5.184940796354461e-05,0.20400000000000001,0.38
13730,3.27549592581659e-05,2.8064619904376987e-05,0.07200000000000001,0.40800000000000003,2.2353760221824644e-05,4.66801059586781e-05,0.212,0.368
13740,3.229828251149618e-05,2.771783251662574e-05,0.07200000000000001,0.388,2.0319872836436455e-05,5.065094054434866e-05,0.188,0.392
13750,3.098386991089451e-05,2.7910698190607924e-05,0.07200000000000001,0.404,2.2572759289352265e-05,4.910797203439128e-05,0.22,0.388
13760,3.289895239198892e-05,2.762326352006447e-05,0.076,0.41600000000000004,2.1317155881800238e-05,4.942711852570242e-05,0.188,0.36
13770,3.074444493140448e-05,2.653288951475647e-05,0.07200000000000001,0.392,2.3071354041441963e-05,4.933792785151533e-05,0.188,0.368
13780,3.272447054290138e-05,2.257342399200384e-05,0.07200000000000001,0.396,2.0208385257136702e-05,4.947555443338513e-05,0.2,0.36
13790,3.191271529474599e-05,2.7376274206885283e-05,0.076,0.392,2.110379922669251e-05,4.783809503747163e-05,0.196,0.364
13800,3.1656694371068304e-05,2.5929723328381256e-05,0.076,0.4,2.1368327205493646e-05,4.829539576081514e-05,0.188,0.368
13810,3.16511072976223e-05,2.663079199340809e-05,0.07200000000000001,0.41600000000000004,2.155225830299185e-05,5.021534258697929e-05,0.184,0.364
13820,3.046303105486302e-05,2.7948088727596346e-05,0.076,0.41600000000000004,2.0619569581589197e-05,5.037544460097375e-05,0.216,0.368
13830,3.0017040692898464e-05,2.8036809796524115e-05,0.076,0.4,2.039919501371641e-05,4.734868052426417e-05,0.192,0.4
13840,3.287943729962756e-05,2.6400647713258633e-05,0.076,0.404,2.171732488279674e-05,4.956256909128617e-05,0.188,0.368
13850,3.138204275790678e-05,2.6515784415929563e-05,0.076,0.396,2.274124389104741e-05,5.003642363420209e-05,0.192,0.36
13860,3.0250744343435684e-05,2.684716091243867e-05,0.07200000000000001,0.4,2.2820664751243053e-05,5.073603837789693e-05,0.216,0.388
13870,3.115393018173491e-05,2.6208098119628745e-05,0.07200000000000001,0.4,2.0985205494957073e-05,4.77035259741996e-05,0.192,0.392
13880,3.0272907774581488e-05,2.775301729495839e-05,0.076,0.404,1.9831414829593385e-05,5.0694929403972294e-05,0.184,0.392
13890,3.3582709087201314e-05,2.6555558504616902e-05,0.07200000000000001,0.4,2.1159377663994504e-05,4.87587384085059e-05,0.192,0.4
13900,3.2124845309314705e-05,2.7223090895489445e-05,0.076,0.396,2.3063195597709598e-05,4.821896939887714e-05,0.188,0.4
13910,3.4204891362081056e-05,2.7707707653210428e-05,0.076,0.404,2.2043607269304435e-05,4.8620859041461424e-05,0.216,0.388
13920,3.33642631698744e-05,2.7686483904829922e-05,0.07200000000000001,0.388,2.012812548913477e-05,4.676453693945041e-05,0.216,0.36
13930,2.9853251364604702e-05,2.764552761961292e-05,0.07200000000000001,0.392,2.0332321037771143e-05,5.0954939089484534e-05,0.184,0.376
13940,3.284296787959032e-05,2.7865024997323295e-05,0.07200000000000001,0.41600000000000004,2.1912025510981043e-05,5.304260657670263e-05,0.192,0.388
13950,3.428372852250932e-05,2.7266941709892872e-05,0.07200000000000001,0.4,2.045491931073119e-05,4.721126499503099e-05,0.184,0.368
13960,3.123635846381575e-05,2.6571813744554365e-05,0.076,0.404,2.0010446562243584e-05,4.689145013679914e-05,0.184,0.368
13970,3.146334727329964e-05,2.7176932658574535e-05,0.07200000000000001,0.41200000000000003,2.2334028058254284e-05,4.61852111245227e-05,0.192,0.36
13980,3.291967274222139e-05,2.8030927236605552e-05,0.07200000000000001,0.404,2.078999446423871e-05,4.902104859939586e-05,0.20800000000000002,0.364
13990,3.173441908043656e-05,2.488493924239474e-05,0.07200000000000001,0.4,2.1808530798183468e-05,4.8771873043668905e-05,0.2,0.36
14000,3.086067181083191e-05,2.7154199413911705e-05,0.07200000000000001,0.404,2.2567641764390842e-05,4.8528391392606476e-05,0.192,0.38
14010,3.0069965019932663e-05,2.741025446666896e-05,0.07200000000000001,0.392,2.117031141852549e-05,5.1495635753598374e-05,0.188,0.392
14020,3.2666517555407984e-05,2.69425367495054e-05,0.076,0.4,2.127071080499752e-05,4.83368760801159e-05,0.196,0.4
14030,3.209754947463712e-05,2.7102675435831817e-05,0.07200000000000001,0.396,2.030332157554513e-05,4.843573992590227e-05,0.192,0.368
14040,3.167598088231336e-05,2.546602452938419e-05,0.07200000000000001,0.396,2.0283532842073587e-05,4.969425261646029e-05,0.188,0.36
14050,3.2133883818532126e-05,2.3715856157692687e-05,0.07200000000000001,0.396,2.107945755274345e-05,4.649530416365633e-05,0.184,0.364
14060,3.0191551298382802e-05,2.7604033227991463e-05,0.08,0.41200000000000003,2.238940424698826e-05,4.6404805877813786e-05,0.216,0.368
14070,3.028421988390003e-05,2.8361511127920565e-05,0.07200000000000001,0.41600000000000004,2.2691541406902488e-05,4.637415196448784e-05,0.188,0.376
14080,2.9953553503932788e-05,2.95127450762175e-05,0.076,0.40800000000000003,2.2965210562643836e-05,4.971368565203204e-05,0.20400000000000001,0.364
14090,3.334504640417496e-05,2.6511536355814892e-05,0.07200000000000001,0.4,2.3168957342161687e-05,4.428736829859066e-05,0.2,0.36
14100,3.319373877687797e-05,2.4761628378975368e-05,0.07200000000000001,0.34800000000000003,2.0897926226543136e-05,4.536038953041021e-05,0.216,0.36
14110,3.162174682928384e-05,2.583024999545196e-05,0.07200000000000001,0.41600000000000004,2.263893398378288e-05,4.722657719219508e-05,0.192,0.38
14120,3.200159757003597e-05,2.8638692615061633e-05,0.07200000000000001,0.388,2.15103478520491e-05,4.910846235921275e-05,0.192,0.364
14130,3.350655236244872e-05,2.7640052029799438e-05,0.076,0.404,2.0596813015049503e-05,4.9983341500440576e-05,0.212,0.368
14140,3.1206554482485086e-05,2.7359012953870924e-05,0.076,0.38,2.275591766917098e-05,4.66267047869774e-05,0.212,0.368
14150,3.188268991618516e-05,2.572776594352456e-05,0.07200000000000001,0.41200000000000003,2.202840706689534e-05,4.749517776587048e-05,0.192,0.392
14160,3.0121757466395344e-05,2.5716569002754787e-05,0.076,0.41600000000000004,2.1929373752901363e-05,4.8277245883143645e-05,0.2,0.372
14170,3.0788501523595843e-05,2.7039991190083518e-05,0.076,0.40800000000000003,2.0409658818686502e-05,5.0022520511011994e-05,0.184,0.364
14180,3.505339141778941e-05,2.4725587858898155e-05,0.076,0.404,1.9579344058078184e-05,4.530145151294268e-05,0.196,0.392
14190,3.0460023317618706e-05,2.569593553943539e-05,0.07200000000000001,0.4,2.083732891075637e-05,4.678242312354571e-05,0.216,0.36
14200,3.372998954363868e-05,2.7224812833086682e-05,0.07200000000000001,0.404,2.1591016577309428e-05,4.9193275564667305e-05,0.192,0.388
14210,3.0429479380666086e-05,2.572816606775151e-05,0.07200000000000001,0.384,2.109544188688763e-05,4.625851477697845e-05,0.192,0.36
14220,3.080820499687856e-05,2.6191903082639276e-05,0.07200000000000001,0.388,2.093362991998155e-05,4.7618723718659475e-05,0.188,0.36
14230,3.16583719795508e-05,2.5663797575508508e-05,0.076,0.404,2.046717754895736e-05,4.76463147341454e-05,0.188,0.368
14240,3.276898184888985e-05,2.590494863452834e-05,0.07200000000000001,0.40800000000000003,2.051537544090794e-05,4.428408883552402e-05,0.184,0.368
14250,3.131371942003849e-05,2.6294579200475263e-05,0.07200000000000001,0.392,2.1430589089026206e-05,4.83151503760463e-05,0.216,0.396
14260,3.041173650318107e-05,2.7056836210761655e-05,0.07200000000000001,0.396,2.0339033130143366e-05,4.560021076769101e-05,0.216,0.36
14270,3.278582668255021e-05,2.8892767789025497e-05,0.07200000000000001,0.4,2.078585324708104e-05,4.925716333361653e-05,0.212,0.36
14280,3.263238337600009e-05,2.389521722442003e-05,0.07200000000000001,0.4,2.096118238586011e-05,4.5902736328102205e-05,0.20800000000000002,0.36
